ABS(NL1-PT1),ABS(NL2-PT2),ABS(NL3-PT3),ABS(WNL1-WPT1),ABS(WNL2-WPT2),ABS(WNL3-WPT3)
gene-LOC117897632,138.8166662,402.3308491,74.23487818,12.39205134,102.0689251,187.4209645
gene-LOC117897634,0,0,0,0,0,0
gene-LOC117897631,164.7960165,602.2078,108.083468,23.20418285,920.9747981,584.1997425
gene-LOC117897316,1682.986835,4375.409343,1124.914551,7601.044184,574.1183196,120.6418175
gene-LOC117897318,300.0406054,444.3393936,449.1082287,294.774314,388.9374884,529.001139
gene-LOC117897319,259.9468989,243.0869909,25.66275795,63.07090746,25.28706042,200.4021553
gene-LOC117896697,1895.764378,4674.003521,3233.807475,2605.28643,1416.965704,2265.533694
gene-LOC117898187,103.797619,239.590254,99.82233543,303.3734844,80.35124932,49.46007425
gene-LOC117899713,115.7492068,328.2554238,87.97029006,116.515404,174.9129572,58.77885096
gene-LOC117899711,340.3532239,373.2528537,93.4667704,1020.313329,470.4732907,605.016896
gene-LOC117899712,537.7934197,612.5612074,393.3669094,30.28171647,468.5022111,156.3831479
gene-LOC117898459,328.4731611,741.3022169,60.84251222,785.9423661,4.034183104,156.4089642
gene-LOC117898463,179.9999559,84.3648812,74.58039573,311.1433148,16.23402892,15.56224075
gene-LOC117898461,0,0,0,0,0,0
gene-LOC117898462,670.0008332,656.8017688,431.881634,737.5696555,237.5162589,1072.075672
gene-LOC117898458,92.53910891,21.43567136,92.51139796,184.1850197,182.6438728,136.3559023
gene-LOC117898465,239.8614118,54.69873617,82.64092303,383.7366649,40.13920079,144.3656715
gene-LOC117898464,2095.01489,3713.166102,914.3345285,3244.504826,1024.250385,3.196339524
gene-LOC117898466,309.2681208,2555.180472,376.5992905,915.2936578,720.5942341,2870.020882
gene-LOC117897934,12.82286055,30.77892815,4.377957931,16.21775782,5.860938511,28.1941429
gene-LOC117897935,225.0843938,331.7184993,115.7838477,55.78273199,216.2738094,51.27636239
gene-LOC117897068,6.402161215,4.217614733,3.076755853,0.794557101,4.847332847,0.885066547
gene-LOC117897882,64.12047581,37.64592992,45.72436229,80.28480074,37.98691122,120.7276705
gene-LOC117897908,433.8953604,831.1901746,188.2617999,340.9161859,861.6767035,1025.311475
gene-LOC117897909,0,0.011665005,0,0,0.855898472,3.081151368
gene-LOC117899044,6.54376766,11.70050931,13.06810387,7.521962233,14.57188488,33.58503324
gene-LOC117899048,0,0,0,0,0.915671155,2.054100912
gene-LOC117899043,8533.362833,10072.88168,4323.597097,317.5907369,1736.328215,2004.873031
gene-LOC117899046,1194.952835,1043.749653,1566.587318,1499.677041,2235.065097,1200.797439
gene-LOC117899045,2679.336935,6392.662059,3255.149719,9538.123482,1524.969171,1018.195021
gene-LOC117899049,114.9814512,544.1333902,60.4328725,701.5399075,181.3967093,461.5089407
gene-LOC117899047,98.43663176,62.35384122,137.5902975,503.9384072,199.2107654,19.45646134
gene-LOC117899064,443.3032493,2729.483004,619.5753534,2089.306599,466.5524344,162.5381298
gene-LOC117899068,364.8994911,705.5757985,61.41663758,389.1818552,12.51315559,8.397556912
gene-LOC117899065,443.7861964,6.61272411,497.0596712,79.99835351,216.4756366,116.1031917
gene-LOC117899066,23.52162444,236.9404549,93.32240427,108.9491092,174.0664928,32.07970219
gene-LOC117899466,20.7718851,385.711806,39.48135356,151.7153383,433.942157,187.5616079
gene-LOC117899067,40.33727263,63.59411512,34.85616003,34.33079358,10.482516,23.08255461
gene-LOC117898313,0,2.091309859,0,0,0,0
gene-LOC117896326,13.63182045,24.51666358,12.03170725,34.64565302,38.55037748,19.44763248
gene-LOC117897652,69.96857633,42.46265541,129.9734137,196.5027367,28.13522399,24.26092052
gene-LOC117899473,22.03501002,46.53374212,13.49335361,9.369111451,45.13939361,117.410382
gene-LOC117896712,165.2141563,139.2834094,84.55785952,53.64938488,293.9072459,346.8290809
gene-LOC117896713,0,0,0,0.851013754,1.83134231,0
gene-LOC117899481,0,4.135959699,0,0,0,0
gene-LOC117899482,0,1.033989925,1.058319928,0,0,1.027050456
gene-LOC117896807,0,0,0,0,0,2.101428882
gene-LOC117897941,73.60503059,35.8047022,52.47933406,78.07123495,3.472561143,14.53485517
gene-LOC117899503,1.019052299,0,1.058319928,0,3.782229985,0
gene-LOC117899512,1.891863622,2.067979849,1.033768945,2.065015671,0,1.003386471
gene-LOC117896878,0,0,1.058319928,4.130031341,0,0
gene-LOC117899513,1.019052299,0,1.058319928,0.851013754,1.891114993,0.023663985
gene-LOC117897106,175.1549591,28.04512149,217.0362193,168.8751,110.8851831,27.82001735
gene-LOC117897108,0,1.033989925,8.466559423,3.222560935,1.771569627,20.01090235
gene-LOC117899519,0,1.04565493,0,0,3.782229985,0
gene-LOC117897469,0,2.091309859,1.033768945,0,2.86655883,0
gene-LOC117897468,0,0,0,1.032507835,1.891114993,0
gene-LOC117896705,268.7197999,110.4516155,98.32037204,891.4936725,418.5000923,71.46391978
gene-LOC117896706,6588.916291,5949.865021,3008.183511,5099.10783,1904.211498,141.7521806
gene-LOC117897336,50.36917053,78.9722777,77.93674318,180.7372492,100.1150345,59.17912796
gene-LOC117897338,28.71214707,24.18257395,41.53928265,23.64309484,14.91397001,3.511936429
gene-LOC117899433,5.8903178,5.414914727,6.791837254,5.456946563,6.271071806,0.624762713
gene-LOC117899432,872.1790392,1860.640254,118.5719149,1200.430515,811.189664,50.90075473
gene-LOC117899524,188.323833,123.5094609,151.4415612,491.3315501,210.0781152,117.866004
gene-LOC117899436,73.47526372,18.37759702,19.04622913,128.6648544,55.15843482,63.97559609
gene-LOC117899434,68.24659479,280.3607567,310.2207704,207.2743319,564.4012145,614.4296584
gene-LOC117899435,9.313077136,4.229279738,0.935565015,4.549476156,9.60500667,8.476707481
gene-LOC117896597,1505.77467,2415.04222,1158.519001,1509.482241,521.1711184,389.1166478
gene-LOC117898056,11.75282841,19.31499292,46.1408271,13.12439828,4.165692536,21.12777541
gene-LOC117898329,10.83933832,8.435229466,8.098294684,6.388665217,7.77366436,4.827620476
gene-LOC117898328,0.580329372,6.390579627,2.165741821,11.0631788,18.01455968,7.52064898
gene-LOC117897333,7.959813084,291.1142658,334.5721277,591.5821709,17.29128163,18.2914225
gene-LOC117897332,69.9943195,12.39621409,0.935565015,12.93457627,1.094989203,0.861402562
gene-LOC117897644,170.7929475,273.9377522,199.2912703,403.0997072,52.69073087,285.3012122
gene-LOC117896325,11.28372779,49.18916773,36.46075882,24.32400309,28.75203173,75.05017345
gene-LOC117896324,2511.533507,4985.205847,2566.250794,845.9841999,2056.278476,1484.437559
gene-LOC117898136,14.91554752,3.055309755,1.230176806,7.158974071,5.32551431,6.564590478
gene-LOC117896630,42.24559134,468.6075032,269.9880232,1209.666997,30.23648934,299.8778917
gene-LOC117897797,9.09576067,304.1852071,4.549892831,500.2486405,26.52478982,68.88904364
gene-LOC117897798,144.7605153,206.804945,3.715905279,375.3667496,69.87953875,20.36186659
gene-LOC117896686,0,1.033989925,0.09820393,0.488025591,0,1.050714441
gene-LOC117899152,399.1693398,738.7191338,319.3768733,1038.490402,153.2409854,56.99287737
gene-LOC117896424,681.9539975,516.4242014,162.2054023,539.3031797,98.58560615,216.4693307
gene-LOC117896425,239.5395842,563.1175675,73.96760109,310.0728451,48.85657836,168.7713985
gene-LOC117896422,18.12768894,222.4291888,120.5914088,351.4337791,80.73882578,223.0457662
gene-LOC117897442,4.09011279,5.706539849,4.407764266,30.54783009,6.896155031,5.215743341
gene-LOC117897441,223.6775793,518.1772261,207.3861134,708.7155374,69.75098459,217.9364978
gene-LOC117897111,2676.218295,5980.240402,3088.719909,4421.315011,572.5390478,954.3355286
gene-LOC117897117,0.447991989,8.61020454,5.343329281,28.22061543,3.673490048,5.381391235
gene-LOC117897116,569.0574456,532.0130611,688.721041,96.79364353,1040.633846,238.9455922
gene-LOC117897114,61.07208148,246.8310454,96.16678867,321.4884775,11.38553743,6.313450628
gene-LOC117897115,0,0,0,0,0,0
gene-LOC117897112,332.6971498,568.6193515,145.8201321,740.0573075,68.67349233,82.8127983
gene-LOC117897786,1043.834889,806.1350546,770.1564162,2589.405704,1262.978011,128.1049692
gene-LOC117896016,18.80020244,6.409714125,19.16988594,79.20489974,57.98361623,9.295447846
gene-LOC117897785,5096.352731,4700.964112,73.18769313,6518.531581,3211.949459,2982.030617
gene-LOC117897787,43.17403605,6.977103853,70.35680285,78.62367735,15.91998584,53.62893112
gene-LOC117897788,179.4608309,391.1813596,70.08493824,265.6197733,66.18465051,49.8233602
gene-LOC117897182,1.092172787,1.010659915,1.082870911,0.488025591,3.66268462,1.003386471
gene-LOC117896946,782.8633097,2160.007013,358.4036045,927.5043335,282.3055046,875.970193
gene-LOC117896948,284.7640899,194.5127945,6.116724244,282.3114753,91.13905992,80.92917861
gene-LOC117896947,3.198763342,15.75481397,3.248612732,1.339039345,2.388377368,4.226521748
gene-LOC117896673,2.582389731,27.13289866,45.62525646,42.0789502,12.12948037,6.758735691
gene-LOC117897440,4.944385989,16.33386871,2.116639856,46.64851063,22.14715028,1.405674214
gene-LOC117896017,203.9943026,433.1373028,516.7651693,130.089866,148.9658673,364.721902
gene-LOC117896850,260.9792912,1516.039417,386.5369491,1529.157462,621.8230914,407.1579099
gene-LOC117896849,2210.802783,15969.80619,7989.900255,29768.0304,2683.718062,1729.183286
gene-LOC117899072,1357.444122,1988.060863,1370.956303,713.0944094,671.0271448,907.5786522
gene-LOC117899073,1.604016202,10.31656924,6.472674481,12.93457627,8.599676491,2.962831443
gene-LOC117899074,232.3923145,604.0722605,15.67058605,389.2411231,51.6907209,347.1418812
gene-LOC117896018,0,0,0,0,0,0
gene-LOC117899075,674.8083043,1787.238538,707.0856441,1319.75002,117.2911926,200.2373452
gene-LOC117896019,1.019052299,0,1.009217963,0,0,2.101428882
gene-LOC117897313,0,1.04565493,0,0,0.975443838,0
gene-LOC117898097,6.038622794,227.1222069,42.60113215,174.6642974,99.35595952,39.21756433
gene-LOC117896974,4.364056617,1.010659915,6.448123498,4.25506877,0.089659024,3.270463247
gene-LOC117896855,4.076209196,0,4.110524799,2.428003833,0.059772683,4.084537839
gene-LOC117897371,4.880534563,1.185634988,3.371367645,3.597673221,1.214534569,7.047369282
gene-LOC117897372,21.75179713,12.6645092,2.386700664,1.770608284,8.808880881,1.628149184
gene-LOC117896020,0,0,0,0,0,0
gene-LOC117896021,0,0,0,1.032507835,0.915671155,0
gene-LOC117897369,6.539133129,6.58888471,17.69419931,31.38671972,7.844242472,2.929668352
gene-LOC117897368,336.711065,408.2940191,103.1919773,686.5621078,57.51898281,183.4737448
gene-LOC117897367,938.5461545,2380.765124,846.9284748,1495.097183,302.9080469,468.1893636
gene-LOC117897366,0,0,0,0,0,0
gene-LOC117897364,537.5143158,1447.838839,276.0635285,2461.96025,229.0483522,133.6806991
gene-LOC117896022,0,0,2.067537891,0.669519673,0.915671155,0
gene-LOC117896023,3.057156897,2.091309859,0,1.032507835,5.464140588,3.057487383
gene-LOC117896024,0,0,2.116639856,0,0,0
gene-LOC117896662,8590.74772,6366.412186,3009.749353,3965.822782,6440.320284,6791.943928
gene-LOC117896953,1.380020207,1.127309964,6.669082341,3.698462402,2.0405467,11.22656306
gene-LOC117897973,204.7929424,50.84651996,260.3177978,75.28134627,216.1809347,43.41958428
gene-LOC117897972,177.5164299,166.479338,98.60266932,321.4501478,189.3202307,15.00279885
gene-LOC117896025,0.073120488,4.182619718,2.042986908,1.339039345,0.945557496,0.04732797
gene-LOC117896955,649.2964971,900.0608498,248.8466438,634.1491342,206.0889505,355.7224345
gene-LOC117897409,328.4989042,594.0249079,215.4149525,574.3233279,150.8098593,69.42348107
gene-LOC117897410,119.8851774,375.5573104,266.181719,400.9163925,604.1475186,341.8348331
gene-LOC117897411,191.620428,35.42805081,176.1336925,473.9371351,170.4042335,431.226696
gene-LOC117897407,10005.97017,15797.16052,8440.342669,11382.00642,1655.949609,1798.036785
gene-LOC117896671,5.314622959,4.007644645,4.996987848,11.23254876,0.089659024,5.371892128
gene-LOC117898278,0,0,0,0,0,0
gene-LOC117898106,0,0,0,0,0.915671155,0
gene-LOC117897446,86.49174257,122.3798958,58.75822836,110.7807059,42.04454948,6.261624447
gene-LOC117896912,97.42737403,130.5235001,68.48214324,182.3624865,9.876513687,3.772240263
gene-LOC117896913,12.37486856,10.33989925,4.135075781,5.581983991,1.950887675,0.023663985
gene-LOC117896649,0,0,0.024550983,0,0,1.050714441
gene-LOC117897194,425.1213894,430.2726341,801.827964,191.1020099,3.791143473,500.5533428
gene-LOC117896026,0,0,1.058319928,0.851013754,0,4.108201824
gene-LOC117897325,172.4819808,391.2044952,235.0480897,207.938952,232.3961431,109.9627098
gene-LOC117896027,8.874354209,5.298264678,6.990872791,3.835623955,3.135535903,5.419220098
gene-LOC117898661,24.86302989,96.87119738,188.0740989,316.7513859,37.10871624,51.77797184
gene-LOC117898662,271.2337036,493.2611878,261.7023397,688.4795582,74.16340534,4.73662494
gene-LOC117898658,523.5941034,580.9944908,36.67038308,270.6035112,463.529635,624.2940213
gene-LOC117898659,209.457737,43.75276605,121.2253809,239.5349609,78.2191993,6.497929173
gene-LOC117898657,0,0,0,0,0,0
gene-LOC117898660,1367.690241,1607.888916,616.8153667,1118.727074,205.6186192,276.3819006
gene-LOC117898656,670.2115082,1220.580847,295.009828,299.238672,271.7078651,98.23372538
gene-LOC117899013,2268.676163,4529.860533,1923.781533,2459.940789,522.3412727,835.368157
gene-LOC117899014,1786.050135,1323.571759,415.2906248,1240.098722,39.12611576,880.6738743
gene-LOC117899016,240.4299206,123.3965942,228.4015985,421.8087824,73.33897718,190.3067977
gene-LOC117899015,24213.44979,5364.375271,8179.599029,24467.6733,13277.14347,8689.838125
gene-LOC117898011,109.1498247,313.3913457,184.6675915,406.4447312,29.98127298,97.8634278
gene-LOC117898012,123.3115393,579.2362518,394.9455436,1198.27954,432.1737553,414.267945
gene-LOC117898010,17.27598625,98.75438021,199.3868465,260.9929022,180.1832857,120.1705745
gene-LOC117898007,97.69306179,194.0588781,30.21069094,183.252447,61.63317815,122.6317965
gene-LOC117898009,857.0420472,502.1262766,408.3474403,141.6327424,146.3119888,619.9603543
gene-LOC117898008,1445.079524,556.0459072,395.4546449,325.8258407,78.56355406,988.2128559
gene-LOC117898006,178.4968294,283.7120075,420.7305883,1465.171978,289.4067501,761.8279803
gene-LOC117899837,0,0,0,0,0,0
gene-LOC117899549,72.2657272,146.7245434,100.388066,521.1006249,15.76164065,113.1951766
gene-LOC117899547,261.7950257,541.8108178,156.9240013,919.7376697,223.0017121,181.3832971
gene-LOC117899550,115.2857537,148.9248393,87.62665432,246.2907783,9.560626318,72.89158237
gene-LOC117895994,199.2646435,953.335946,444.4723684,380.0580375,176.6502662,244.8741296
gene-LOC117895995,154.1060342,201.1525347,84.84713794,146.8271222,48.30597449,86.53670522
gene-LOC117895993,991.4385169,2075.40585,1228.887294,1679.775864,83.24100298,427.2819897
gene-LOC117897555,43.12099219,157.8766029,27.24017809,35.59892706,165.1150844,223.2384033
gene-LOC117898099,498.7176954,71.71480159,577.6181142,544.6063089,298.2961639,396.963089
gene-LOC117896028,8.791964659,3.451919921,32.4422807,0.75818473,0.16851262,2.645700534
gene-LOC117896029,2.033470067,7.436234556,4.50334052,6.09425783,4.189833336,5.419220098
gene-LOC117899509,1539.279143,3772.527978,925.4668684,5020.073572,1243.237468,751.2656066
gene-LOC117899510,106.265665,580.3696976,56.47333922,30.77145005,101.5546864,114.8723293
gene-LOC117899506,190.8470058,400.6070957,349.581485,787.596882,115.487467,286.4747448
gene-LOC117899505,2.790981673,193.7217321,780.486257,973.0426921,131.2317281,311.5662247
gene-LOC117899507,142.4968762,37.69862851,10.52531239,153.3272296,84.23025517,28.71025236
gene-LOC117899504,22.84396991,10.16492417,1.527416273,29.62407159,22.50325644,68.67506241
gene-LOC117899511,1.891863622,1.02232492,1.033768945,0,0,0
gene-LOC117897227,1813.585111,2187.871922,1685.11425,1171.2592,368.1535711,991.7679572
gene-LOC117897226,29.74767347,133.9455421,208.3679967,2.35599464,101.0518911,160.9111276
gene-LOC117896567,15.71523835,9.235919293,10.77960714,24.34861911,4.081093399,21.47340364
gene-LOC117897870,16.62872845,13.19270841,40.28192718,67.8105734,41.55809253,48.11505508
gene-LOC117898092,162.2244724,145.7351759,152.1858957,117.060254,30.40405599,300.0782108
gene-LOC117898094,4527.846491,6697.789636,1339.894645,1227.353351,951.0886694,3961.42838
gene-LOC117898179,105.6971942,3.319409356,39.17713296,76.28850254,71.81593241,97.62645283
gene-LOC117896031,18.4799133,7.482894576,11.15049955,38.44074064,13.98496348,88.42566092
gene-LOC117897276,211.2862367,51.16065081,314.1692032,568.4284418,326.7111703,203.3214867
gene-LOC117895952,40.19566618,26.14884273,15.91864553,41.28402532,9.955367283,16.74510487
gene-LOC117895953,4620.413906,6427.78393,13703.68276,9161.703373,8209.302266,19890.35074
gene-LOC117895954,57.40729451,66.5696129,121.1736512,171.827134,101.7634178,273.2090835
gene-LOC117895955,0,1.033989925,1.033768945,2.065015671,5.49402693,1.027050456
gene-LOC117895956,5.163747452,23.58346319,7.877335841,6.182922888,2.706321695,3.62542302
gene-LOC117896996,276.4839877,365.8579677,131.2212384,241.1488096,4.276749749,322.6109902
gene-LOC117896655,0,3.101969774,2.116639856,1.032507835,0.915671155,0
gene-LOC117897273,158.3372279,106.4057019,175.7636239,521.8994644,20.86868146,58.43171468
gene-LOC117897275,2057.463439,2134.333162,536.8237559,52.43245321,1277.80322,1750.64071
gene-LOC117897274,6.447474516,35.44308705,11.93087565,42.92959618,13.0858433,5.106922522
gene-LOC117897677,0,0,2.116639856,0,0.945557496,0
gene-LOC117898141,97.60913373,240.0759887,184.2476752,517.6190441,268.1957708,35.28333657
gene-LOC117898137,573.2851129,460.633053,66.20258748,730.8100544,799.2055491,16.9554257
gene-LOC117896317,28.77239597,25.2482849,136.6030809,85.24306869,85.64571865,211.136608
gene-LOC117896316,113.5957454,152.3758377,234.1219774,118.0757382,149.1410714,238.1662147
gene-LOC117896032,10.42275604,36.29135843,3.189000063,79.75354595,7.270656444,5.670192387
gene-LOC117896318,161.0436989,860.1716732,502.5039882,1034.825014,57.27719712,224.2494457
gene-LOC117899682,4031.151313,3911.409156,2254.249458,1779.569246,1463.639656,1328.689381
gene-LOC117897700,53.6415989,89.6906714,4.412117718,28.92724303,62.77808057,8.490537237
gene-LOC117899624,296.0637473,762.6042617,446.5963015,944.4925186,55.04321604,21.43772712
gene-LOC117899622,0,0,0,0,0,0
gene-LOC117899623,1565.093772,1845.521727,1994.2865,3418.456374,1687.559499,192.7748119
gene-LOC117899620,299.2351719,1122.294424,485.6360494,2211.780595,58.62283785,201.435573
gene-LOC117899621,68.29143964,126.9525777,42.59670067,36.14536662,61.30858996,154.2612127
gene-LOC117899762,387.2676428,754.7205614,117.8512295,148.4642467,235.6663087,87.3252986
gene-LOC117899759,446.4570726,608.9347476,891.8695556,2883.745046,575.2475915,1080.169645
gene-LOC117899761,1.019052299,1.033989925,0,0.669519673,0,1.050714441
gene-LOC117899763,1006.323104,1652.886781,491.838429,1952.989253,0.144536837,339.334751
gene-LOC117899760,9.325929698,356.6023072,16.35103244,344.4899786,46.13486433,3.240625436
gene-LOC117899625,7504.062953,16174.74067,6533.581402,5680.189039,4585.049131,4897.342284
gene-LOC117898621,84.8521696,504.9971042,243.8573829,909.018629,77.25888748,106.1866415
gene-LOC117898625,513.3618506,1432.345577,480.0170919,1192.044324,292.5366358,3.168654062
gene-LOC117898624,691.8448144,1009.404508,288.5786845,1464.202784,103.7200034,186.385923
gene-LOC117896033,298.8495499,617.2102328,569.2350506,99.37376924,115.6470185,112.5907526
gene-LOC117898620,136.4278757,112.6923153,80.21751293,275.7409482,133.927765,116.3361711
gene-LOC117898622,81.79867229,867.9135504,235.9125514,1527.927291,21.56486344,42.50386807
gene-LOC117898623,116.7759326,1173.775244,616.1397419,1785.266799,8.925375667,208.705533
gene-LOC117898617,165.382614,318.7322925,7.682141966,492.6923941,236.8493253,260.6285308
gene-LOC117898619,1872.11165,1967.844849,526.211028,902.445434,68.31393233,35.38026052
gene-LOC117898070,78.16011597,76.60806508,17.25836085,185.4819331,53.86641796,158.478738
gene-LOC117898081,286.3907152,1621.59971,723.1151201,2162.423505,369.7668432,94.87774423
gene-LOC117896830,3.495879824,0.116650049,1.920231995,6.082133707,1.094989203,0.766746622
gene-LOC117896915,361.6960742,8.053873176,138.3468685,331.2423818,256.0087874,295.1252847
gene-LOC117896914,0.945931811,3.101969774,1.033768945,0,0,0
gene-LOC117896034,308.4998777,75.63453499,199.6793424,473.1505506,179.0879188,250.333692
gene-LOC117896035,0,1.04565493,0.049101965,1.032507835,0,0
gene-LOC117896924,3.203397873,2.102974864,0.049101965,4.25506877,1.950887675,0.023663985
gene-LOC117897938,14.23325846,33.11008607,26.68511429,38.24785798,34.39802031,3.6540879
gene-LOC117898860,37.68386447,21.93326556,167.3125185,1417.043471,704.1211842,609.9050039
gene-LOC117898858,0.945931811,1.033989925,0.049101965,1.032507835,0.915671155,1.074378426
gene-LOC117898864,1547.613847,3795.306556,2141.970859,4848.537168,402.9245786,99.50669533
gene-LOC117898862,105.9546449,440.7194587,93.14364428,166.2723405,386.8656841,163.1200368
gene-LOC117898865,94.37432615,324.2173918,11.9484455,25.71080338,197.3428929,19.18216019
gene-LOC117898859,558.4093073,834.1865296,777.6885466,6.329278809,676.3956205,243.088182
gene-LOC117898861,14.58135478,48.48834591,52.34081309,46.82963694,39.13982882,16.94858163
gene-LOC117896511,0.223995995,3.960984625,3.84046399,9.336903046,8.012755092,1.665978048
gene-LOC117896771,0,1.033989925,0,0,0,0
gene-LOC117897708,2.115859617,6.367249617,7.801055217,4.061450565,19.12035432,17.2232179
gene-LOC117897709,26.47682165,20.51648843,5.733517326,2.395795428,12.01246495,5.334063265
gene-LOC117896036,0.945931811,1.033989925,0,0.851013754,0.975443838,0
gene-LOC117899195,51.05971566,240.4204097,168.8200493,98.9305624,142.8320505,98.51668783
gene-LOC117899194,196.9299099,442.0441523,254.8629702,243.1077688,109.2246707,31.55576925
gene-LOC117899198,139.006682,412.067757,240.6409701,426.7556617,179.7548048,193.9245648
gene-LOC117899197,146.955162,380.756022,8.203479743,126.2375861,282.6198556,154.0570657
gene-LOC117899196,64.31672168,77.8042259,1193.196869,644.9452145,170.2542115,533.8677353
gene-LOC117898327,1.891863622,2.067979849,2.116639856,0.669519673,1.980774017,1.098042411
gene-LOC117896940,3.276518361,2.196294903,0.88646305,12.62804476,5.822776685,12.79788517
gene-LOC117896865,8.074663374,6.122284514,0.960115997,20.85589903,8.917620818,3.223135277
gene-LOC117896037,6.26055477,7.331249512,1.181074841,0.907470406,7.594346312,4.226521748
gene-LOC117898020,297.3294617,201.303161,250.3748059,337.961459,183.9209703,271.1723052
gene-LOC117897732,530.0890313,751.8536376,123.9175941,1273.951065,56.41198189,553.3570765
gene-LOC117897657,823.0894867,208.9150977,418.4479711,2387.899289,899.1531343,111.7922093
gene-LOC117897744,414.4257405,464.5586305,660.9835643,464.3976813,564.8803895,199.502086
gene-LOC117896038,8.536558956,4.859190003,7.034719404,27.40977024,24.92405009,10.68695718
gene-LOC117897746,0,0,0,0,0,0
gene-LOC117897745,0,0,0,0,0,0
gene-LOC117896039,4.076209196,1.04565493,1.082870911,5.162539176,3.632798278,1.003386471
gene-LOC117897977,20.61429202,167.5011535,129.9858062,510.1868502,161.034464,79.56432342
gene-LOC117897389,2.857365567,112.7548358,97.26107219,169.0808424,19.18518689,49.05245049
gene-LOC117896530,400.484964,414.9103321,236.4980113,324.6169876,400.3623463,487.9966216
gene-LOC117896577,266.8578075,499.9000065,175.3830447,433.247809,175.265635,92.04091459
gene-LOC117896576,42.98296925,106.0011128,333.7961831,580.8588353,411.4108109,278.6219622
gene-LOC117896579,166.8315506,806.5273952,186.3714522,1193.092752,262.3341943,17.15440425
gene-LOC117896265,279.7248732,1105.479016,16.74161059,2359.686147,326.5036673,74.34355323
gene-LOC117896264,177.3882586,2016.426057,643.4161613,1143.694877,293.2092196,380.4939609
gene-LOC117896877,575.4870597,1281.125886,882.4639452,609.2460094,1041.443802,1060.800325
gene-LOC117897648,198.209547,189.9871847,289.1090413,487.269364,175.4745791,22.65576507
gene-LOC117897649,66.04528764,405.037033,75.18110994,441.4919514,214.5521053,11.41503713
gene-LOC117897995,11.11328215,6.293064076,9.964169362,6.800149874,23.19317223,21.41191079
gene-LOC117897989,0,0,0,0,0,0
gene-LOC117897990,0,0,0,0,0,0
gene-LOC117897987,0,0,0,0,0,0
gene-LOC117897988,82.9737221,83.51149278,76.78210114,127.7725688,1.527419008,41.6879503
gene-LOC117898560,0,0,0,0,0,0
gene-LOC117897992,180.306848,71.45397597,172.5141093,308.3226889,31.12180117,70.59100738
gene-LOC117897993,51.02468441,603.3218196,213.6132781,332.200306,435.4877586,171.3201232
gene-LOC117897985,171.0148985,276.1793734,55.08609167,419.0564878,14.67993917,71.66655873
gene-LOC117897998,1.745622647,0,0.024550983,0.181494081,5.464140588,5.253572204
gene-LOC117897996,0.073120488,4.135959699,6.37447055,2.790991996,0.885784814,0
gene-LOC117897997,5.095261495,1.02232492,0.98466698,3.153980158,2.926331513,0.09465594
gene-LOC117897991,1100.979649,596.5357458,192.8405971,902.7954067,272.3132294,205.8898798
gene-LOC117897363,2727.806702,2958.340773,2288.550502,1280.720689,2505.699254,4614.672451
gene-LOC117899765,3028.958018,3509.383217,2965.528836,212.0154814,1026.748496,1897.566564
gene-LOC117899766,20.53088948,146.4075507,73.35727808,21.4000135,96.9682678,169.9884311
gene-LOC117899767,243.4947891,117.8254268,95.61976395,14.485847,94.55021676,809.262425
gene-LOC117899768,192.8634953,45.58652428,155.495023,64.47436361,71.58696146,499.0321972
gene-LOC117899764,632.8850471,985.196955,631.0785857,499.1988597,218.1308764,435.4420689
gene-LOC117899769,8.371779856,11.31556415,3.889565955,5.40048991,5.374481564,0.212975864
gene-LOC117896175,5.873843694,2.027867793,13.88444355,46.63981493,9.077172301,26.20136728
gene-LOC117896174,286.0195223,313.188433,59.84800237,547.6134469,203.9838792,93.09112635
gene-LOC117896173,49.47836562,426.065448,151.1476953,502.5888333,49.0501301,156.8170906
gene-LOC117897329,3.130277385,0,0,0.544482244,3.632798278,0
gene-LOC117897965,20.15601798,26.43207683,81.01628275,9.421404138,35.5782943,65.17279265
gene-LOC117897967,33.9932963,4.202675747,72.54972333,15.95972281,32.03515505,30.22941316
gene-LOC117898928,520.4602615,518.4014082,223.791113,284.5725527,346.1990742,95.52818167
gene-LOC117898920,0,0,0,0,0,0
gene-LOC117898926,1592.613926,1570.88621,384.1457389,1835.268661,114.5294248,286.0854749
gene-LOC117898929,39.72089902,54.55230539,131.5455785,225.454228,23.83227648,96.10712446
gene-LOC117898921,0,0,0,0,0,0
gene-LOC117898930,80.30070577,86.03440782,34.937696,28.82914671,80.9816051,68.42442524
gene-LOC117898924,0.073120488,3.136964789,3.076755853,4.130031341,2.747013465,0
gene-LOC117898919,2.472192994,0.987329905,6.399021533,0.125037429,2.926331513,2.125092866
gene-LOC117896040,0.073120488,1.04565493,0.024550983,0,0.029886341,0
gene-LOC117898923,21.15396164,43.1200912,60.76089823,80.70081714,24.83692101,42.10423536
gene-LOC117898922,8.284755775,9.978284095,13.4609196,46.8015925,7.227434731,13.90542669
gene-LOC117896866,8.444900344,4.124294694,1.96933396,2.665954567,2.010660358,8.429379511
gene-LOC117898247,15.36353951,1.764689722,4.822503294,38.6101106,7.067197595,3.80057002
gene-LOC117898173,135.7399011,727.7210949,344.3307922,980.3798378,350.6332709,208.8293565
gene-LOC117897539,4.729659056,4.205949728,1.009217963,3.823499831,1.83134231,1.19269835
